Name,Symbol
Algonquin Power & Utilities Corp. Common Shares,AQN
Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,AQNA
Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,AQNB
Algonquin Power & Utilities Corp. Corporate Units,AQNU
Aquestive Therapeutics Inc. Common Stock,AQST
Evoqua Water Technologies Corp. Common Stock,AQUA
Antero Resources Corporation Common Stock,AR
Aravive Inc. Common Stock,ARAV
Accuray Incorporated Common Stock,ARAY
Arbe Robotics Ltd. Ordinary Shares,ARBE
Arbe Robotics Ltd. Warrant,ARBEW
Aequi Acquisition Corp. Class A Common Stock,ARBG
Aequi Acquisition Corp. Unit,ARBGU
Aequi Acquisition Corp. warrants,ARBGW
Argo Blockchain plc American Depositary Shares,ARBK
Argo Blockchain plc 8.75% Senior Notes due 2026,ARBKL
ARC Document Solutions Inc. Common Stock,ARC
ArcBest Corporation Common Stock,ARCB
Ares Capital Corporation Common Stock,ARCC
Arco Platform Limited Class A Common Shares,ARCE
Arch Resources Inc. Class A Common Stock,ARCH
Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock,ARCK
Arbor Rapha Capital Bioholdings Corp. I Units,ARCKU
Arbor Rapha Capital Bioholdings Corp. I Warrants,ARCKW
Arcos Dorados Holdings Inc. Class A Shares,ARCO
Arcturus Therapeutics Holdings Inc. Common Stock,ARCT
Ares Dynamic Credit Allocation Fund Inc. Common Shares,ARDC
Aridis Pharmaceuticals Inc. Common Stock,ARDS
Ardelyx Inc. Common Stock,ARDX
Alexandria Real Estate Equities Inc. Common Stock,ARE
American Resources Corporation Class A Common Stock,AREC
Ares Management Corporation Class A Common Stock,ARES
Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,ARGD
Argo Group International Holdings Ltd.,ARGO
Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,ARGO^A
Argus Capital Corp. Class A Common Stock,ARGU
Argus Capital Corp. Unit,ARGUU
Argus Capital Corp. Warrant,ARGUW
argenx SE American Depositary Shares,ARGX
Arhaus Inc. Class A Common Stock,ARHS
Apollo Commercial Real Estate Finance Inc,ARI
Aris Water Solutions Inc. Class A Common Stock,ARIS
Arisz Acquisition Corp. Common Stock,ARIZ
Arisz Acquisition Corp. Right,ARIZR
Arisz Acquisition Corp. Unit,ARIZU
Arisz Acquisition Corp. Warrant,ARIZW
ARKO Corp. Common Stock,ARKO
ARKO Corp. Warrant,ARKOW
Ark Restaurants Corp. Common Stock,ARKR
American Realty Investors Inc. Common Stock,ARL
Arlo Technologies Inc. Common Stock,ARLO
Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,ARLP
Aramark Common Stock,ARMK
Armata Pharmaceuticals Inc. Common Stock,ARMP
Arena Pharmaceuticals Inc. Common Stock,ARNA
Arconic Corporation Common Stock ,ARNC
Archrock Inc. Common Stock,AROC
Arrow Financial Corporation Common Stock,AROW
Arqit Quantum Inc. Ordinary Shares,ARQQ
Arqit Quantum Inc. Warrants,ARQQW
Arcutis Biotherapeutics Inc. Common Stock,ARQT
ARMOUR Residential REIT Inc.,ARR
ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),ARR^C
Arrowroot Acquisition Corp. Class A common stock,ARRW
Arrowroot Acquisition Corp. Unit,ARRWU
Arrowroot Acquisition Corp. Warrant,ARRWW
Array Technologies Inc. Common Stock,ARRY
Artisan Acquisition Corp. Class A Ordinary Shares ,ARTA
Artisan Acquisition Corp. Units,ARTAU
Artisan Acquisition Corp. Warrants,ARTAW
Artemis Strategic Investment Corporation Class A Common Stock,ARTE
Artemis Strategic Investment Corporation Unit,ARTEU
Artemis Strategic Investment Corporation Warrant,ARTEW
Artelo Biosciences Inc. Common Stock,ARTL
Artelo Biosciences Inc. Warrant,ARTLW
Artesian Resources Corporation Class A Common Stock,ARTNA
Art's-Way Manufacturing Co. Inc. Common Stock,ARTW
Arrival Ordinary Shares,ARVL
Arvinas Inc. Common Stock,ARVN
Arrow Electronics Inc. Common Stock,ARW
Arrowhead Pharmaceuticals Inc. Common Stock,ARWR
ARYA Sciences Acquisition Corp IV Class A Odinary Shares,ARYD
ARYA Sciences Acquisition Corp V Class A Ordinary Shares,ARYE
ASA  Gold and Precious Metals Limited,ASA
Sendas Distribuidora S A ADS,ASAI
Asana Inc. Class A Common Stock,ASAN
Atlantic Street Acquisition Corp Class A Common Stock,ASAQ
Astrea Acquisition Corp. Class A Common Stock,ASAX
Astrea Acquisition Corp. Unit,ASAXU
Astrea Acquisition Corp. Warrant,ASAXW
Associated Banc-Corp Common Stock,ASB
Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,ASB^E
Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,ASB^F
Ardmore Shipping Corporation Common Stock,ASC
Liberty All-Star Growth Fund Inc.,ASG
Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest,ASGI
ASGN Incorporated Common Stock,ASGN
Ashland Global Holdings Inc. Common Stock,ASH
AdvanSix Inc. Common Stock ,ASIX
AerSale Corporation Common Stock,ASLE
AerSale Corporation Warrants,ASLEW
ASLAN Pharmaceuticals Limited American Depositary Shares,ASLN
Avino Silver & Gold Mines Ltd. Common Shares (Canada),ASM
Assembly Biosciences Inc. Common Stock,ASMB
ASML Holding N.V. New York Registry Shares,ASML
Ascendis Pharma A/S American Depositary Shares,ASND
Academy Sports and Outdoors Inc. Common Stock,ASO
ABRI SPAC I INC. Common Stock,ASPA
Abri SPAC I Inc. Unit,ASPAU
ABRI SPAC I INC. Warrant,ASPAW
Alpha Capital Acquisition Company One Class A Ordinary Share,ASPC
Alpha Capital Acquisition Company Unit,ASPCU
Alpha Capital Acquisition Company Warrant,ASPCW
Aspen Aerogels Inc. Common Stock,ASPN
Altisource Portfolio Solutions S.A. Common Stock,ASPS
Aspen Group Inc. Common Stock,ASPU
Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,ASR
Assertio Holdings Inc. Common Stock,ASRT
AmeriServ Financial Inc. Common Stock,ASRV
Astrotech Corporation (DE) Common Stock,ASTC
Astec Industries Inc. Common Stock,ASTE
Algoma Steel Group Inc. Common Shares,ASTL
Algoma Steel Group Inc. Warrant,ASTLW
Astra Space Inc. Class A Common Stock ,ASTR
Astra Space Inc. Warrant,ASTRW
AST SpaceMobile Inc. Class A Common Stock,ASTS
AST SpaceMobile Inc. Warrant,ASTSW
Asure Software Inc Common Stock,ASUR
ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,ASX
Asensus Surgical Inc. Common Stock,ASXC
Amtech Systems Inc. Common Stock,ASYS
Austerlitz Acquisition Corporation II Class A Ordinary Shares,ASZ
Americas Technology Acquisition Corp. Ordinary Shares,ATA
ATAI Life Sciences N.V. Common Shares,ATAI
America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,ATAX
Atotech Limited Common Shares,ATC
Atlas Corp. Common Shares,ATCO
Atlas Corp. 7.95% Series D,ATCO^D
Atlas Corp. 7.875% Series H,ATCO^H
Atlas Corp. Series I Fixed-to-Floating ,ATCO^I
Atlas Corp. 7.125% Notes due 2027,ATCOL
Atlas Technical Consultants Inc. Class A Common Stock,ATCX
Alphatec Holdings Inc. Common Stock,ATEC
A10 Networks Inc. Common Stock,ATEN
Aterian Inc. Common Stock,ATER
Anterix Inc. Common Stock,ATEX
Adtalem Global Education Inc. Common Stock,ATGE
Athene Holding Ltd. Class A Common Shares,ATH
Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,ATH^A
Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,ATH^B
Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,ATH^C
Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,ATH^D
Athira Pharma Inc. Common Stock,ATHA
Alterity Therapeutics Limited American Depositary Shares,ATHE
Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,ATHM
Athena Technology Acquisition Corp. Class A Common Stock,ATHN
Athersys Inc. Common Stock,ATHX
Allegheny Technologies Incorporated Common Stock,ATI
ATIF Holdings Limited Ordinary Shares,ATIF
ATI Physical Therapy Inc. Class A Common Stock,ATIP
Atkore Inc. Common Stock,ATKR
Atlanticus Holdings Corporation Common Stock,ATLC
Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,ATLCL
Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,ATLCP
Ames National Corporation Common Stock,ATLO
180 Life Sciences Corp. Common Stock,ATNF
180 Life Sciences Corp. Warrant,ATNFW
ATN International Inc. Common Stock,ATNI
Actinium Pharmaceuticals Inc. (Delaware) Common Stock,ATNM
Athenex Inc. Common Stock,ATNX
Atmos Energy Corporation Common Stock,ATO
Atomera Incorporated Common Stock,ATOM
Atossa Therapeutics Inc. Common Stock,ATOS
AptarGroup Inc. Common Stock,ATR
Atara Biotherapeutics Inc. Common Stock,ATRA
AtriCure Inc. Common Stock,ATRC
Atrion Corporation Common Stock,ATRI
Astronics Corporation Common Stock,ATRO
Antares Pharma Inc. Common Stock,ATRS
Air Transport Services Group Inc,ATSG
Archimedes Tech SPAC Partners Co. Subunit,ATSPT
Archimedes Tech SPAC Partners Co. Warrant,ATSPW
Atento S.A. Ordinary Shares,ATTO
Altice USA Inc. Class A Common Stock,ATUS
Tribe Capital Growth Corp I Class A common stock,ATVC
Tribe Capital Growth Corp I Units,ATVCU
Tribe Capital Growth Corp I Warrant,ATVCW
Activision Blizzard Inc. Common Stock,ATVI
Avenue Therapeutics Inc. Common Stock,ATXI
Astria Therapeutics Inc. Common Stock,ATXS
AcuityAds Holdings Inc. Common Shares,ATY
AngloGold Ashanti Limited Common Stock,AU
Atlantic Union Bankshares Corporation Common Stock,AUB
Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,AUBAP
Auburn National Bancorporation Inc. Common Stock,AUBN
Audacy Common Stock,AUD
AudioCodes Ltd. Common Stock,AUDC
Augmedix Inc. Common Stock,AUGX
Ipsidy Inc. Common Stock,AUID
Golden Minerals Company Common Stock,AUMN
Aurinia Pharmaceuticals Inc Ordinary Shares,AUPH
Aurora Innovation Inc. Class A Common Stock,AUR
Aura Biosciences Inc. Common Stock,AURA
Aurora Acquisition Corp. Class A Ordinary Shares,AURC
Aurora Innovation Inc. Warrant,AUROW
Austerlitz Acquisition Corporation I Class A Ordinary Shares,AUS
Autolus Therapeutics plc American Depositary Share,AUTL
AutoWeb Inc. Common Stock,AUTO
Auddia Inc. Common Stock,AUUD
Applied UV Inc. Common Stock,AUVI
Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share,AUVIP
Yamana Gold Inc. Ordinary Shares (Canada),AUY
Avista Corporation Common Stock,AVA
Avalon Acquisition Inc. Class A Common Stock,AVAC
Avalon Acquisition Inc. Units,AVACU
Avalon Acquisition Inc. Warrant,AVACW
Aveanna Healthcare Holdings Inc. Common Stock,AVAH
Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),AVAL
Avanti Acquisition Corp. Class A Ordinary Shares,AVAN
AeroVironment Inc. Common Stock,AVAV
AvalonBay Communities Inc. Common Stock,AVB
Avalon GloboCare Corp. Common Stock,AVCO
American Virtual Cloud Technologies Inc. Common Stock ,AVCT
American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,AVCTW
American Vanguard Corporation Common Stock ($0.10 Par Value),AVD
Avadel Pharmaceuticals plc American Depositary Shares,AVDL
AvidXchange Holdings Inc. Common Stock,AVDX
AVEO Pharmaceuticals Inc. Common Stock,AVEO
Broadcom Inc. Common Stock,AVGO
Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A,AVGOP
Avinger Inc. Common Stock,AVGR
Achari Ventures Holdings Corp. I Common Stock,AVHI
Avid Technology Inc. Common Stock,AVID
Atea Pharmaceuticals Inc. Common Stock,AVIR
Advent Convertible and Income Fund,AVK
Avalara Inc. Common Stock,AVLR
Avanos Medical Inc. Common Stock,AVNS
Avient Corporation Common Stock,AVNT
Aviat Networks Inc. Common Stock,AVNW
Mission Produce Inc. Common Stock,AVO
AvePoint Inc. Class A Common Stock,AVPT
AvePoint Inc. Warrant,AVPTW
AVROBIO Inc. Common Stock,AVRO
Avnet Inc. Common Stock,AVT
Aerovate Therapeutics Inc. Common Stock,AVTE
Avantor Inc. Common Stock,AVTR
Avantor Inc. Series A Mandatory Convertible Preferred Stock,AVTR^A
Avalo Therapeutics Inc. Common Stock,AVTX
Anavex Life Sciences Corp. Common Stock,AVXL
Avery Dennison Corporation Common Stock,AVY
Avaya Holdings Corp. Common Stock,AVYA
Alliancebernstein Global High Income Fund,AWF
Aspira Women's Health Inc. Common Stock,AWH
Armstrong World Industries Inc Common Stock,AWI
American Water Works Company Inc. Common Stock,AWK
Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,AWP
American States Water Company Common Stock,AWR
Aware Inc. Common Stock,AWRE
Avalon Holdings Corporation Common Stock,AWX
Axos Financial Inc. Common Stock,AX
Accelerate Diagnostics Inc. Common Stock,AXDX
Axogen Inc. Common Stock,AXGN
Industrial Human Capital Inc. Common Stock,AXH
American Axle & Manufacturing Holdings Inc. Common Stock,AXL
Axcella Health Inc. Common Stock,AXLA
Axonics Inc. Common Stock,AXNX
Axon Enterprise Inc. Common Stock,AXON
American Express Company Common Stock,AXP
AMREP Corporation Common Stock,AXR
Axis Capital Holdings Limited Common Stock,AXS
Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,AXS^E
Axsome Therapeutics Inc. Common Stock,AXSM
Axalta Coating Systems Ltd. Common Shares,AXTA
AXT Inc Common Stock,AXTI
Alexco Resource Corp Common Shares (Canada),AXU
Atlantica Sustainable Infrastructure plc Ordinary Shares,AY
Acuity Brands Inc. ,AYI
Ayala Pharmaceuticals Inc. Common Stock,AYLA
AYRO Inc. Common Stock,AYRO
Aytu BioPharma Inc.  Common Stock,AYTU
Alteryx Inc. Class A Common Stock,AYX
The AZEK Company Inc. Class A Common Stock,AZEK
AstraZeneca PLC American Depositary Shares,AZN
AutoZone Inc. Common Stock,AZO
Aspen Technology Inc. Common Stock,AZPN
Azure Power Global Limited Equity Shares,AZRE
Azenta Inc.,AZTA
Azul S.A. American Depositary Shares (each representing three preferred shares),AZUL
Aziyo Biologics Inc. Class A Common Stock,AZYO
AZZ Inc.,AZZ
Barnes Group Inc. Common Stock,B
Boeing Company (The) Common Stock,BA
Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,BABA
Bank of America Corporation Common Stock,BAC
Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,BAC^B
Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,BAC^E
Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,BAC^K
Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,BAC^L
Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,BAC^M
Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,BAC^N
Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,BAC^O
Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,BAC^P
Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.250% Non-Cumulative Preferred Stock Series QQ,BAC^Q
Berenson Acquisition Corp. I Class A Common Stock,BACA
BayFirst Financial Corp. Common Stock,BAFN
Booz Allen Hamilton Holding Corporation Common Stock,BAH
Braskem SA ADR,BAK
Bally's Corporation Common Stock,BALY
Brookfield Asset Management Inc. Common Stock,BAM
Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,BAMH
Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,BAMI
Brookfield Asset Management Reinsurance Partners Ltd. Class A Exchangeable Limited Voting Shares,BAMR
Banc of California Inc. Common Stock,BANC
Banc of California Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.000% Non-Cumulative Perpetual Preferred Stock Series E,BANC^E
Bandwidth Inc. Class A Common Stock,BAND
BancFirst Corporation Common Stock,BANF
BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,BANFP
Banner Corporation Common Stock,BANR
StoneCastle Financial Corp Common Stock,BANX
Baosheng Media Group Holdings Limited Ordinary shares,BAOS
Credicorp Ltd. Common Stock,BAP
BARK Inc. Class A Common Stock,BARK
Couchbase Inc. Common Stock,BASE
Battalion Oil Corporation Common Stock,BATL
Liberty Media Corporation Series A Liberty Braves Common Stock,BATRA
Liberty Media Corporation Series C Liberty Braves Common Stock,BATRK
Baxter International Inc. Common Stock,BAX
BlackBerry Limited Common Stock,BB
BigBear.ai Inc. Common Stock,BBAI
Banco BBVA Argentina S.A. ADS,BBAR
Bed Bath & Beyond Inc. Common Stock,BBBY
Concrete Pumping Holdings Inc. Common Stock,BBCP
Banco Bradesco Sa American Depositary Shares,BBD
Barings BDC Inc. Common Stock,BBDC
Banco Bradesco Sa American Depositary Shares (each representing one Common Share),BBDO
Beasley Broadcast Group Inc. Class A Common Stock,BBGI
Brickell Biotech Inc. Common Stock,BBI
Vinco Ventures Inc. Common Stock,BBIG
BridgeBio Pharma Inc. Common Stock,BBIO
BHP Group PlcSponsored ADR,BBL
Bone Biologics Corp Common Stock,BBLG
Bone Biologics Corp Warrants,BBLGW
Babylon Holdings Limited Class A Ordinary Shares,BBLN
BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,BBN
BBQ Holdings Inc. Common Stock,BBQ
Barrett Business Services Inc. Common Stock,BBSI
Brookfield Business Partners L.P. Limited Partnership Units ,BBU
Banco Bilbao Vizcaya Argentaria S.A. Common Stock,BBVA
Build-A-Bear Workshop Inc. Common Stock,BBW
Bath & Body Works Inc.,BBWI
Best Buy Co. Inc. Common Stock,BBY
Brunswick Corporation Common Stock,BC
Brunswick Corporation 6.500% Senior Notes due 2048,BC^A
Brunswick Corporation 6.625% Senior Notes due 2049,BC^B
